date,open,high,low,close,volume,ups_and_downs,quote_change
2020/3/13,10091.03,10171.2,9636.15,10128.87,30365158,-293.45,-2.82
2020/3/16,10069.42,10130.8,9717.77,9717.77,21116070,-411.1,-4.06
2020/3/17,9538.64,9677.07,9371.35,9439.63,23796902,-278.14,-2.86
2020/3/18,9453.98,9509.61,9218.67,9218.67,21230469,-220.96,-2.34
2020/3/19,9085.28,9085.28,8523.63,8681.34,27117921,-537.33,-5.83
2020/3/20,8816.86,9264.42,8816.86,9234.09,23707388,552.75,6.37
2020/3/23,9025.55,9029.52,8750.14,8890.03,15405171,-344.06,-3.73
2020/3/24,9083.78,9415.64,9083.78,9285.62,15489263,395.59,4.45
2020/3/25,9426.43,9722.37,9426.43,9644.75,18458585,359.13,3.87
2020/3/26,9667.14,9739.73,9565.02,9736.36,15423450,91.61,0.95
2020/3/27,9807.9,9954.86,9691.14,9698.92,18169358,-37.44,-0.38
2020/3/30,9571.22,9655.7,9415.52,9629.43,12851484,-69.49,-0.72
2020/3/31,9689.62,9789.81,9630.3,9708.06,14716829,78.63,0.82
2020/4/1,9726.2,9736,9663.63,9663.63,12054251,-44.43,-0.46
2020/4/6,9707.75,9818.74,9651.52,9818.74,15319381,155.11,1.61
2020/4/7,9928.16,10039.15,9928.16,9996.39,17415636,177.65,1.81
2020/4/8,10010.64,10149.76,9984.66,10137.47,17068552,141.08,1.41
2020/4/9,10173.26,10246.84,10092.36,10119.43,16533816,-18.04,-0.18
2020/4/10,10105.43,10165.12,10103.77,10157.61,12233710,38.18,0.38
2020/4/13,10147.56,10179.4,10080.65,10099.22,11892433,-58.39,-0.57
2020/4/14,10130.65,10344.13,10130.65,10332.94,15801467,233.72,2.31
2020/4/15,10366.77,10461.84,10366.77,10447.21,19491455,114.27,1.11
2020/4/16,10385.78,10425.29,10317.13,10375.48,15766548,-71.73,-0.69
2020/4/17,10554.55,10710.15,10552.58,10597.04,23322493,221.56,2.14
2020/4/20,10612.45,10637.64,10542.96,10586.71,13653662,-10.33,-0.1
2020/4/21,10544.8,10544.8,10278.95,10288.42,18480196,-298.29,-2.82
